,site_area,structure_type,water_consumption,recycling_rate,utilization_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost
4782,4456,2,3531.0,61,79,171,12,0,3642.0
4783,671,2,1000.0,42,83,136,21,0,1256.0
4784,773,1,1000.0,34,57,190,18,59,1203.0
4785,2806,1,4513.0,23,33,189,13,142,3084.0
4786,1658,1,2358.0,62,41,5,19,134,2052.0
4787,2206,3,2523.0,70,96,193,35,61,2245.0
4788,2271,3,4256.0,22,66,101,46,20,2088.0
4789,921,2,1178.0,24,33,104,57,0,899.0
4790,1709,3,1000.0,64,44,42,34,140,1641.0
4791,1390,1,1662.0,62,57,63,62,27,1506.0
4792,3767,2,2320.0,81,66,96,56,0,3611.0
4793,1973,2,1684.0,56,38,43,1,0,1681.0
4794,3743,3,3175.0,54,43,4,57,295,2510.0
4795,4978,1,8306.0,84,96,140,28,474,6093.0
4796,2681,2,4494.0,73,79,119,4,0,2836.0
4797,1949,3,2826.0,24,54,142,71,183,2053.0
4798,3596,2,5411.0,30,68,118,40,0,3598.0
4799,3756,1,4882.0,45,55,161,53,231,4043.0
4800,3656,2,4588.0,79,89,183,39,0,3782.0
4801,2090,1,3172.0,34,81,200,35,103,2991.0
4802,4739,2,7164.0,53,99,89,10,0,4514.0
4803,4481,4,6344.0,10,55,29,51,0,4806.0
4804,1935,2,2088.0,51,77,55,64,0,2371.0
4805,723,2,1388.0,68,83,123,59,0,1318.0
4806,719,2,1000.0,42,70,152,26,0,1365.0
4807,4774,1,8595.0,41,30,67,3,154,3891.0
4808,2154,1,1824.0,75,50,124,17,176,2592.0
4809,764,4,2366.0,34,54,46,65,0,1682.0
4810,1453,2,1000.0,49,47,27,1,0,1369.0
4811,4233,1,3343.0,67,44,36,57,89,2909.0
4812,3274,1,5018.0,84,71,73,11,298,4099.0
4813,3624,2,3537.0,73,49,72,67,0,3122.0
4814,979,3,1987.0,28,45,126,55,75,1165.0
4815,4014,3,5422.0,37,36,35,41,75,2551.0
4816,1853,1,2402.0,83,34,128,59,142,1899.0
4817,3822,4,3799.0,89,47,74,30,0,4033.0
4818,4378,2,3767.0,51,47,152,25,0,3938.0
4819,1389,2,1770.0,59,93,74,71,0,2331.0
4820,4354,2,6525.0,85,54,40,64,0,3888.0
4821,1424,1,2198.0,57,55,182,25,12,1524.0
4822,2670,4,3907.0,66,98,68,66,0,3969.0
4823,2402,1,4305.0,18,45,56,34,113,2713.0
4824,2895,1,4531.0,39,92,2,55,169,3161.0
4825,528,3,1000.0,27,87,135,58,23,1047.0
4826,534,2,1000.0,54,56,47,54,0,1339.0
4827,4089,3,2166.0,87,78,58,1,387,2540.0
4828,3170,2,3199.0,75,76,112,18,0,3339.0
4829,3865,1,2942.0,20,100,35,16,256,4655.0
4830,1088,4,1000.0,81,79,182,56,0,2388.0
4831,3718,1,4285.0,76,75,78,31,142,3358.0
4832,3638,3,5319.0,24,37,76,48,183,2387.0
4833,1403,1,2524.0,49,31,168,34,69,1574.0
4834,4586,3,9418.0,22,47,73,34,92,3667.0
4835,2669,1,5535.0,89,65,58,60,84,3090.0
4836,839,2,1000.0,42,71,161,37,0,1520.0
4837,4770,3,4600.0,11,40,29,40,272,2780.0
4838,2214,2,2014.0,43,88,88,17,0,2598.0
4839,1056,3,1638.0,25,81,61,41,22,1466.0
4840,3587,3,6107.0,23,78,69,56,124,3007.0
4841,3766,3,5240.0,55,85,54,54,162,2744.0
4842,4067,4,3688.0,59,99,100,13,0,4989.0
4843,2556,2,4370.0,14,59,99,46,0,2425.0
4844,4399,1,7048.0,52,84,95,72,121,3630.0
4845,1516,1,1388.0,27,57,21,17,149,2205.0
4846,2562,1,3306.0,57,80,118,11,40,2854.0
4847,1338,1,2633.0,73,56,96,40,101,1754.0
4848,2137,2,2577.0,35,81,21,46,0,2408.0
4849,4821,1,4164.0,83,63,99,65,280,4924.0
4850,3996,1,3885.0,79,61,81,32,106,3590.0
4851,2313,1,2107.0,23,73,140,52,20,2264.0
4852,3979,3,2216.0,75,33,22,10,112,2245.0
4853,1951,2,2802.0,70,77,145,59,0,2662.0
4854,2813,1,2103.0,82,45,73,15,274,3070.0
4855,2014,3,1089.0,86,89,65,3,61,1800.0
4856,1731,1,1134.0,30,76,13,9,149,2539.0
4857,2145,4,4008.0,64,44,159,8,0,2294.0
4858,3499,2,2231.0,11,85,157,8,0,3572.0
4859,3940,1,3597.0,12,45,146,16,92,3381.0
4860,4556,2,5571.0,22,30,68,11,0,4137.0
4861,805,3,1191.0,30,54,175,23,21,1028.0
4862,4036,2,4327.0,42,93,95,56,0,4001.0
4863,2223,3,1743.0,29,72,121,56,201,2205.0
4864,2189,1,3967.0,27,43,73,22,97,2138.0
4865,2017,1,4746.0,47,77,132,18,82,2419.0
4866,4417,1,4684.0,34,97,166,39,149,4349.0
4867,919,1,1000.0,47,43,170,3,46,1288.0
4868,3436,1,2427.0,24,44,146,8,142,2673.0
4869,4362,4,6780.0,90,46,74,5,0,4242.0
4870,4729,1,5634.0,38,81,166,5,18,3235.0
4871,1950,2,3673.0,73,39,101,19,0,1621.0
4872,3596,2,5357.0,41,46,58,61,0,3131.0
4873,3761,3,6842.0,81,37,93,46,194,2606.0
4874,1664,4,2730.0,52,31,179,18,0,1981.0
4875,2369,3,3749.0,22,85,93,61,157,1938.0
4876,2319,4,3514.0,90,94,177,60,0,3373.0
4877,3205,3,3915.0,87,84,9,2,79,2256.0
4878,4015,4,5959.0,34,98,106,50,0,5059.0
4879,1842,3,2853.0,58,65,82,63,123,1691.0
4880,2726,1,4092.0,17,38,117,71,142,3093.0
4881,1579,2,1000.0,37,43,14,49,0,1625.0
4882,4706,2,6887.0,20,51,59,71,0,4179.0
4883,3279,1,4964.0,64,45,34,18,127,2909.0
4884,3028,1,4113.0,19,70,34,16,180,3221.0
4885,1313,2,1885.0,68,96,0,46,0,2266.0
4886,2531,4,2942.0,74,57,46,25,0,2959.0
4887,822,1,1000.0,14,58,190,8,63,1544.0
4888,3469,3,6609.0,89,94,108,64,327,3256.0
4889,1403,3,2362.0,29,57,110,14,19,1311.0
4890,2041,4,1685.0,14,61,17,22,0,2310.0
4891,4003,4,2865.0,76,81,25,35,0,4471.0
4892,3153,3,3938.0,39,40,59,51,167,2393.0
4893,2976,2,1753.0,43,55,145,43,0,2497.0
4894,3840,1,7722.0,10,60,62,3,272,4344.0
4895,4743,2,6407.0,36,49,40,55,0,4392.0
4896,1641,3,2210.0,72,98,42,19,148,2176.0
4897,1349,3,2325.0,43,70,37,42,81,1686.0
4898,866,3,1000.0,41,96,154,61,60,1660.0
4899,3397,1,5985.0,80,73,176,23,73,3184.0
4900,1589,2,1830.0,55,89,55,4,0,1833.0
4901,4541,1,8065.0,77,36,176,65,238,4175.0
4902,2538,1,3551.0,66,83,168,4,40,2156.0
4903,3360,1,5768.0,31,92,187,59,121,3688.0
4904,4770,1,2579.0,38,42,126,30,10,3157.0
4905,2354,3,2656.0,54,62,98,33,98,2014.0
4906,994,1,1022.0,54,36,86,33,67,1355.0
4907,3682,1,5667.0,76,59,55,20,357,4643.0
4908,2284,4,2087.0,30,40,189,48,0,2427.0
4909,4010,1,4689.0,30,99,116,27,224,4444.0
4910,4286,1,3275.0,69,50,61,32,316,4462.0
4911,4630,1,5822.0,90,61,99,27,358,4926.0
4912,1498,1,1663.0,38,34,169,25,55,1119.0
4913,4969,1,4645.0,42,64,117,66,410,5350.0
4914,1951,1,3034.0,48,76,155,12,22,1949.0
4915,2251,2,2736.0,71,41,36,46,0,2191.0
4916,2780,1,2234.0,80,66,19,48,85,2619.0
4917,3434,1,6589.0,54,73,34,37,249,4443.0
4918,4234,3,2489.0,67,51,181,4,122,2972.0
4919,3846,2,7474.0,82,40,70,61,0,3536.0
4920,2373,4,2672.0,10,84,97,71,0,3497.0
4921,4303,2,4551.0,20,39,5,47,0,3960.0
4922,2479,1,2147.0,41,71,18,47,216,3461.0
4923,1198,3,1852.0,83,84,105,17,48,1602.0
4924,1812,1,1900.0,58,79,7,32,28,2287.0
4925,3462,1,4578.0,85,61,175,10,222,3523.0
4926,3438,2,1583.0,39,97,193,50,0,3607.0
4927,2800,2,5189.0,69,47,15,59,0,3379.0
4928,3697,3,7928.0,19,94,116,18,326,3402.0
4929,626,4,1607.0,85,54,109,66,0,1464.0
4930,1691,1,1552.0,30,60,23,35,105,2120.0
4931,3139,2,3705.0,15,48,152,6,0,2971.0
4932,4889,2,4941.0,47,47,140,3,0,4502.0
4933,4416,4,1966.0,67,97,118,71,0,5381.0
4934,1866,3,2611.0,17,62,200,35,142,1821.0
4935,1519,4,2682.0,79,99,157,66,0,2631.0
4936,4579,1,2504.0,72,36,8,66,66,3023.0
4937,1184,3,1167.0,43,30,190,51,56,1116.0
4938,4129,1,7726.0,58,88,167,72,344,5194.0
4939,3387,1,3218.0,49,63,6,34,169,3571.0
4940,1962,4,1584.0,38,81,31,39,0,2873.0
4941,4586,1,7349.0,18,40,188,49,10,3452.0
4942,2761,4,2219.0,30,37,59,47,0,2674.0
4943,4680,1,3798.0,41,82,92,36,216,4402.0
4944,3341,3,3589.0,81,44,106,22,44,2445.0
4945,2267,1,2921.0,64,57,50,44,221,3417.0
4946,4680,1,8236.0,52,43,39,67,168,4095.0
4947,4060,1,5187.0,19,87,114,61,312,5045.0
4948,2612,2,3076.0,58,86,78,9,0,3108.0
4949,1126,1,1227.0,22,81,10,48,33,1869.0
4950,4659,2,9388.0,50,66,72,18,0,4562.0
4951,3914,1,2625.0,88,31,15,29,49,2550.0
4952,1875,1,1849.0,40,63,24,48,83,2447.0
4953,1681,1,2760.0,41,63,159,12,87,1842.0
4954,990,2,1988.0,54,87,137,39,0,1502.0
4955,4229,3,2889.0,22,90,184,23,258,3648.0
4956,4034,3,2285.0,34,83,83,19,391,3079.0
4957,3796,1,3865.0,77,96,40,24,201,3800.0
4958,2440,2,1130.0,24,59,123,44,0,2193.0
4959,4908,3,7898.0,73,88,64,49,102,3491.0
4960,2382,1,1182.0,69,87,159,4,210,3595.0
4961,3487,2,1411.0,17,53,103,62,0,3184.0
4962,3659,2,4558.0,83,44,94,18,0,3126.0
4963,1181,1,2302.0,26,51,175,60,19,1818.0
4964,1573,1,1547.0,14,61,53,64,126,2295.0
4965,2887,1,2907.0,22,71,124,20,11,2368.0
4966,2894,2,6267.0,30,88,74,52,0,3542.0
4967,3193,1,4480.0,53,84,121,36,288,4300.0
4968,1870,1,2280.0,85,34,40,62,91,2023.0
4969,4840,1,4630.0,62,70,82,48,202,4382.0
4970,2656,1,3548.0,37,86,113,57,195,3295.0
4971,3080,1,4432.0,75,82,60,57,72,2809.0
4972,4891,4,5924.0,30,67,134,41,0,5354.0
4973,2659,1,1827.0,66,30,180,53,45,2077.0
4974,3748,2,3250.0,64,89,101,62,0,3883.0
4975,4231,1,3840.0,11,75,52,29,354,4816.0
4976,4329,2,5370.0,74,33,96,39,0,3937.0
4977,2127,2,1000.0,86,44,99,10,0,1697.0
4978,3972,1,2281.0,12,41,153,61,288,4220.0
4979,527,3,1232.0,68,30,60,56,31,517.0
4980,2485,2,3769.0,72,59,92,9,0,2461.0
4981,4653,3,3112.0,14,35,34,50,42,2751.0
4982,2021,2,3437.0,75,79,2,12,0,2253.0
4983,796,4,1000.0,27,31,109,2,0,969.0
4984,2681,3,4109.0,18,35,196,17,184,1810.0
4985,3902,4,6485.0,31,67,63,35,0,4714.0
4986,2796,2,4539.0,37,47,138,46,0,2500.0
4987,3097,2,4952.0,69,48,133,67,0,3157.0
4988,1401,3,1490.0,21,57,129,70,28,1699.0
4989,1598,3,2434.0,46,41,192,35,32,1597.0
4990,2177,4,1045.0,51,81,39,72,0,3116.0
4991,3381,1,3407.0,63,87,126,34,119,3175.0
4992,1878,3,3648.0,51,51,105,11,95,1346.0
4993,1748,1,2152.0,76,74,142,3,13,1552.0
4994,4235,2,8903.0,65,91,98,10,0,4089.0
4995,4741,1,3406.0,55,71,157,12,106,3883.0
4996,1764,1,1430.0,14,96,5,51,93,2186.0
4997,2407,4,2196.0,65,38,97,59,0,2666.0
4998,1558,1,1000.0,32,93,20,2,137,2434.0
4999,3249,2,3084.0,71,44,184,2,0,2833.0
5000,2548,2,1801.0,22,59,182,5,0,2489.0
5001,4748,1,4123.0,68,55,83,22,105,3928.0
5002,2976,1,4800.0,37,98,98,33,190,3836.0
5003,4516,2,3561.0,90,51,190,69,0,4133.0
5004,3697,1,6543.0,15,83,136,28,121,3645.0
5005,4053,3,2762.0,70,87,51,58,130,3263.0
5006,4940,4,3386.0,70,82,36,14,0,5388.0
5007,2261,1,2753.0,54,48,197,50,26,2065.0
5008,720,1,1000.0,21,63,8,41,31,1182.0
5009,3388,2,2625.0,44,43,122,15,0,3027.0
5010,2164,3,1674.0,71,51,143,68,171,2234.0
5011,4486,1,7025.0,14,42,31,43,426,5352.0
5012,3477,1,3763.0,75,93,101,55,34,3454.0
5013,2371,2,3658.0,84,85,111,49,0,2385.0
5014,1962,4,1459.0,77,71,2,18,0,2682.0
5015,844,1,1000.0,74,95,141,25,23,1748.0
5016,544,2,1000.0,89,92,20,12,0,1373.0
5017,2568,4,2760.0,75,71,71,55,0,3431.0
5018,2014,2,3687.0,50,63,115,47,0,2248.0
5019,3098,3,5079.0,36,58,174,67,119,2810.0
5020,1501,2,1269.0,85,55,20,71,0,1411.0
5021,1533,4,3384.0,14,52,41,64,0,2280.0
5022,2540,2,2126.0,14,65,95,60,0,2713.0
5023,773,3,1000.0,22,38,144,43,59,838.0
5024,3147,2,5574.0,89,71,39,37,0,3202.0
5025,2279,3,2737.0,18,96,57,32,39,1918.0
5026,4976,1,3275.0,57,36,114,52,479,5251.0
5027,978,1,1000.0,41,52,131,53,31,1599.0
5028,1015,3,1145.0,45,61,41,56,92,1311.0
5029,4786,1,7308.0,24,52,86,72,111,3921.0
5030,1691,2,2276.0,18,45,56,2,0,1957.0
5031,3168,1,4469.0,25,98,35,48,269,4498.0
5032,1911,3,1163.0,15,42,51,16,81,1838.0
5033,3780,1,6071.0,81,39,149,36,310,3822.0
5034,771,3,1234.0,42,88,88,10,37,1626.0
5035,642,2,1671.0,51,31,195,18,0,693.0
5036,3832,1,4721.0,68,81,9,2,191,3918.0
5037,1287,2,2791.0,45,30,151,40,0,1573.0
5038,2181,1,1387.0,43,99,162,42,195,3569.0
5039,1122,1,1000.0,11,83,113,25,94,2100.0
5040,4341,1,3803.0,22,48,77,1,330,4565.0
5041,4176,1,5546.0,52,57,147,16,260,4121.0
5042,3072,4,6006.0,83,34,109,42,0,2986.0
5043,3760,1,4905.0,66,59,51,37,191,3531.0
5044,566,2,1000.0,16,48,13,37,0,1272.0
5045,4786,1,7037.0,68,71,166,71,363,5433.0
5046,1640,2,1767.0,68,54,72,6,0,2089.0
5047,2814,1,4248.0,60,64,161,22,153,2945.0
5048,3032,2,1391.0,12,38,83,46,0,2851.0
5049,4080,3,6016.0,36,68,66,40,215,3131.0
5050,1687,2,2815.0,87,85,111,54,0,2507.0
5051,4971,1,2964.0,63,67,102,46,261,4644.0
5052,3839,2,5365.0,73,44,11,36,0,3375.0
5053,1048,1,1630.0,43,75,41,41,74,2028.0
5054,4587,1,5584.0,32,66,158,67,360,4796.0
5055,572,2,1803.0,57,89,198,23,0,1440.0
5056,698,2,1000.0,64,91,136,43,0,1206.0
5057,3701,2,5679.0,26,60,125,61,0,3627.0
5058,2281,3,2159.0,88,59,50,17,181,1725.0
5059,1071,1,1873.0,71,95,36,65,52,2037.0
5060,1290,1,1117.0,70,36,149,3,122,1775.0
5061,2138,1,2468.0,70,59,136,30,164,2603.0
5062,2331,2,3804.0,53,62,115,21,0,2296.0
5063,2355,2,2266.0,80,67,191,16,0,2495.0
5064,1674,1,2337.0,12,48,62,62,90,2288.0
5065,4240,3,8515.0,82,38,84,60,251,2810.0
5066,3777,2,3731.0,76,61,72,9,0,3118.0
5067,678,2,1000.0,17,59,139,66,0,930.0
5068,2744,2,1747.0,35,35,26,26,0,2081.0
5069,4586,2,5865.0,24,90,115,67,0,4569.0
5070,1234,2,1651.0,14,66,46,15,0,1364.0
5071,1298,1,1491.0,22,100,72,12,89,2132.0
5072,1287,1,1000.0,88,49,27,19,10,1289.0
5073,3295,1,2558.0,21,59,34,14,256,3244.0
5074,4804,2,6745.0,72,47,106,15,0,4378.0
5075,3584,3,3029.0,17,92,165,11,39,3236.0
5076,3418,2,2166.0,83,90,95,63,0,3864.0
5077,1231,1,1872.0,43,86,168,43,73,2356.0
5078,1629,3,2454.0,81,51,66,67,160,2016.0
5079,3946,3,3594.0,31,78,183,43,36,3125.0
5080,2105,3,3615.0,59,47,136,1,110,1875.0
5081,4278,2,3042.0,21,90,130,4,0,4048.0
5082,3245,3,6496.0,31,97,50,25,89,3094.0
5083,3670,1,3494.0,67,36,76,53,97,2959.0
5084,3433,1,6760.0,28,36,176,35,165,3037.0
5085,1715,1,3251.0,14,94,162,25,167,2611.0
5086,824,3,1543.0,25,69,15,3,60,1529.0
5087,2350,1,1567.0,50,53,167,51,139,2645.0
5088,1990,2,2602.0,83,61,68,50,0,2468.0
5089,1393,2,1000.0,28,39,7,13,0,1303.0
5090,1890,1,3863.0,74,38,181,35,80,1826.0
5091,3889,3,6568.0,31,68,160,55,377,3095.0
5092,4739,1,8561.0,26,32,178,18,96,3854.0
5093,4979,1,5966.0,44,98,129,51,358,5959.0
5094,2763,3,3695.0,48,36,165,30,44,2058.0
5095,3932,1,4612.0,82,41,55,40,103,3278.0
5096,2871,2,3315.0,64,52,19,30,0,2672.0
5097,3586,3,3926.0,14,92,51,58,203,3328.0
5098,4812,4,7059.0,82,46,136,65,0,5303.0
5099,2015,3,3638.0,20,93,64,72,188,2118.0
5100,3417,1,5639.0,87,94,65,12,25,3102.0
5101,2852,2,5568.0,49,57,18,8,0,2622.0
5102,1667,1,3665.0,13,87,143,18,17,2230.0
5103,610,1,1000.0,89,47,196,65,37,1070.0
5104,4827,1,5341.0,67,73,95,10,49,3497.0
5105,4155,1,6109.0,74,93,19,37,218,4004.0
5106,4293,3,5753.0,73,66,106,29,194,3349.0
5107,2255,1,1367.0,76,32,51,46,215,2671.0
5108,2077,2,1517.0,43,43,141,44,0,2125.0
5109,1796,2,2577.0,67,36,121,36,0,1978.0
5110,4274,2,3282.0,76,46,90,18,0,3469.0
5111,2720,4,4442.0,16,99,162,32,0,3828.0
5112,1472,1,2865.0,44,68,184,20,94,2227.0
5113,1530,2,2999.0,38,34,121,34,0,1883.0
5114,3093,2,3364.0,34,81,161,41,0,3378.0
5115,4492,1,6834.0,37,55,186,35,443,5799.0
5116,1413,2,1498.0,78,68,79,57,0,1932.0
5117,2681,3,2079.0,36,74,155,27,169,2382.0
5118,3697,1,6839.0,83,60,170,18,239,4188.0
5119,1962,1,1653.0,85,52,162,21,128,2215.0
5120,2878,1,3706.0,17,69,142,18,252,3416.0
5121,3954,3,5703.0,47,61,2,27,173,2884.0
5122,4053,3,1988.0,18,33,154,28,390,2714.0
5123,1807,2,3210.0,52,75,126,15,0,2045.0
5124,1689,2,3170.0,34,71,114,45,0,1883.0
5125,1187,3,1000.0,75,68,3,47,33,1199.0
5126,1707,3,2515.0,26,99,149,36,94,2357.0
5127,2394,3,3052.0,16,85,68,19,137,2355.0
5128,2311,3,2764.0,31,76,104,45,176,2140.0
5129,3683,2,5468.0,19,67,22,57,0,3434.0
5130,4297,2,2735.0,22,47,140,29,0,3776.0
5131,2144,3,3090.0,51,31,59,16,187,1584.0
5132,4468,4,1921.0,37,83,26,22,0,5027.0
5133,3216,1,3464.0,68,59,118,72,156,3787.0
5134,690,1,2044.0,20,33,49,55,47,1225.0
5135,1835,4,3941.0,18,36,11,12,0,2078.0
5136,3606,1,6109.0,89,86,137,16,291,4158.0
5137,878,3,1000.0,90,59,48,55,79,1011.0
5138,4982,1,9011.0,64,73,106,47,247,4898.0
5139,4329,1,5886.0,14,58,34,27,186,4192.0
5140,1115,1,2229.0,78,65,165,11,35,1397.0
5141,2830,1,2334.0,47,77,181,15,101,2682.0
5142,2254,1,4290.0,75,48,119,53,169,2865.0
5143,963,2,1742.0,73,92,19,33,0,1560.0
5144,1466,3,2834.0,34,31,11,71,46,1414.0
5145,4767,4,9262.0,61,43,2,22,0,4736.0
5146,3658,2,3510.0,47,64,1,65,0,3365.0
5147,4124,2,7017.0,86,50,21,58,0,3662.0
5148,1189,2,1410.0,28,46,34,27,0,1488.0
5149,3122,2,1789.0,34,61,8,12,0,2850.0
5150,2712,2,4057.0,57,52,86,60,0,2483.0
5151,882,1,1391.0,82,35,16,72,15,744.0
5152,2756,1,1362.0,70,58,141,33,168,2869.0
5153,4310,1,2218.0,44,92,159,66,74,3440.0
5154,4003,1,2614.0,60,99,186,9,113,3655.0
5155,1912,3,2352.0,24,33,103,26,146,1534.0
5156,2083,1,1884.0,86,87,185,45,158,2656.0
5157,871,3,1000.0,58,60,35,55,76,1325.0
5158,1110,4,1481.0,39,51,160,52,0,2149.0
5159,615,4,1490.0,30,56,63,9,0,1643.0
5160,946,4,1443.0,50,45,140,7,0,1672.0
5161,1891,1,2620.0,12,35,161,57,179,2588.0
5162,3824,2,7008.0,82,36,132,57,0,3533.0
5163,1840,1,3438.0,33,43,197,37,183,2650.0
5164,3439,3,3956.0,26,32,160,30,142,2230.0
5165,4199,3,4627.0,17,78,132,51,46,3257.0
5166,1573,3,1580.0,15,65,110,47,86,1679.0
5167,4069,2,2907.0,18,58,199,54,0,3891.0
5168,3650,3,4334.0,24,33,17,23,38,2084.0
5169,2105,1,1918.0,73,69,88,58,101,2473.0
5170,2794,1,4305.0,59,70,17,56,58,2876.0
5171,4162,3,6369.0,20,51,153,31,162,2907.0
5172,4982,2,5591.0,55,33,83,68,0,4198.0
5173,1483,4,2348.0,54,52,19,62,0,1791.0
5174,851,1,1299.0,86,33,102,60,19,1014.0
5175,2224,3,4026.0,68,97,103,37,107,2043.0
5176,2451,2,2818.0,34,47,124,34,0,2312.0
5177,1779,3,3362.0,21,30,83,1,24,1370.0
5178,2407,3,3437.0,35,61,108,41,167,1965.0
5179,1524,4,1738.0,85,50,3,44,0,2028.0
5180,1045,1,1278.0,46,67,21,35,86,1796.0
5181,4674,4,2553.0,32,55,126,27,0,4769.0
5182,2881,1,6173.0,74,70,84,21,238,3677.0
5183,1388,1,1000.0,54,78,200,72,68,1680.0
5184,1605,2,1769.0,83,70,8,23,0,1847.0
5185,3049,3,2789.0,44,88,186,41,250,2231.0
5186,2490,2,2598.0,57,33,32,50,0,2183.0
5187,4498,3,6222.0,37,42,104,22,64,3407.0
5188,4275,3,7428.0,10,90,6,40,320,3669.0
5189,3312,1,3522.0,81,80,160,2,151,3105.0
5190,1420,4,3197.0,50,64,65,42,0,2214.0
5191,2561,1,3650.0,32,94,199,30,211,3550.0
5192,4987,3,3618.0,41,78,96,44,376,3651.0
5193,4139,1,3250.0,16,78,186,10,193,4244.0
5194,3665,2,5747.0,84,43,34,63,0,3668.0
5195,4935,2,2736.0,64,66,92,24,0,4090.0
5196,3144,1,4096.0,81,59,159,6,270,3771.0
5197,1545,1,1338.0,52,43,0,45,15,1030.0
5198,4056,1,3878.0,23,56,116,18,255,4210.0
5199,3181,1,5103.0,23,91,94,16,278,4300.0
5200,3699,1,3642.0,50,32,179,40,311,4030.0
5201,1438,2,1389.0,23,99,34,16,0,2223.0
5202,941,3,1210.0,37,68,39,70,32,1161.0
5203,3050,2,2901.0,39,48,171,13,0,2569.0
5204,4725,3,2797.0,88,68,38,68,158,3059.0
5205,1096,2,1000.0,63,39,19,50,0,1328.0
5206,2005,2,3316.0,68,76,96,29,0,2629.0
5207,1361,2,1162.0,21,52,130,58,0,1519.0
5208,3140,2,4040.0,84,88,52,7,0,3099.0
5209,4231,2,5486.0,48,49,139,5,0,3781.0
5210,2051,1,1440.0,79,74,135,40,81,3000.0
5211,3736,3,5438.0,76,73,191,4,299,2808.0
5212,2236,3,3018.0,24,47,168,7,62,2006.0
5213,1949,1,1445.0,13,77,110,37,40,2097.0
5214,764,3,1210.0,53,30,121,59,75,760.0
5215,3159,1,2166.0,48,61,138,50,151,2908.0
5216,3221,1,5029.0,79,93,25,69,243,4018.0
5217,1962,1,1272.0,46,36,37,29,93,2070.0
5218,4752,3,5459.0,67,100,132,55,109,3584.0
5219,1945,3,3039.0,41,75,31,67,162,2002.0
5220,2798,3,4170.0,37,53,196,30,201,2088.0
5221,3425,1,4135.0,13,98,111,20,78,3288.0
5222,2132,2,3447.0,19,65,142,67,0,2198.0
5223,2874,3,3735.0,36,96,188,61,122,3227.0
5224,1012,1,1790.0,45,79,106,44,29,1688.0
5225,715,2,1456.0,14,88,51,56,0,1512.0
5226,3831,1,7085.0,90,87,112,60,224,4604.0
5227,2672,1,1000.0,59,75,125,41,52,2463.0
5228,3653,2,4763.0,41,99,27,40,0,3930.0
5229,2206,2,1404.0,32,52,146,50,0,2588.0
5230,2606,1,1218.0,86,41,53,10,142,2739.0
5231,2067,1,1923.0,70,57,121,17,102,2005.0
5232,2708,1,4697.0,10,87,80,15,245,3746.0
5233,2831,1,3723.0,40,90,14,53,119,3425.0
5234,2653,1,5053.0,28,84,12,51,169,3128.0
5235,1628,1,1273.0,63,63,22,66,95,2011.0
5236,4010,2,5018.0,43,47,79,26,0,3518.0
5237,4823,2,4928.0,13,64,189,38,0,4520.0
5238,4153,3,4170.0,57,77,24,30,310,3231.0
5239,2865,3,2477.0,57,66,159,55,255,2579.0
5240,3421,1,4484.0,58,70,148,9,80,3085.0
5241,1579,1,1000.0,69,35,128,16,50,1258.0
5242,4011,3,2664.0,53,68,27,24,323,2756.0
5243,3241,1,5509.0,43,33,90,20,196,3036.0
5244,3520,1,5197.0,65,45,115,62,37,2635.0
5245,728,1,1000.0,83,81,139,52,30,1606.0
5246,670,2,1000.0,15,48,19,52,0,810.0
5247,794,2,1536.0,85,46,107,43,0,1037.0
5248,4784,4,7694.0,85,74,82,10,0,5476.0
5249,925,3,1668.0,45,31,50,66,64,1105.0
5250,1418,2,1351.0,44,31,153,71,0,1384.0
5251,3753,1,2790.0,34,84,84,65,316,4394.0
5252,998,1,1000.0,58,33,100,15,45,1441.0
5253,3309,1,2029.0,64,41,170,50,271,3717.0
5254,1325,1,1814.0,50,83,177,41,92,2001.0
5255,4279,1,4357.0,66,89,155,60,316,4951.0
5256,2358,1,3778.0,31,58,153,33,131,2932.0
5257,2618,1,3833.0,53,90,76,52,62,2621.0
5258,645,1,1369.0,38,75,24,38,20,1108.0
5259,4077,4,6268.0,80,78,114,64,0,4894.0
5260,692,2,1000.0,57,47,30,10,0,712.0
5261,4388,4,4878.0,12,53,145,50,0,4575.0
5262,551,1,1000.0,54,46,167,63,26,984.0
5263,2910,2,4350.0,29,85,86,59,0,2705.0
5264,2320,1,3870.0,82,81,66,12,55,2430.0
5265,3464,1,3005.0,45,100,190,58,91,3626.0
5266,3021,1,4500.0,69,49,10,9,183,3485.0
5267,2369,4,2298.0,87,58,154,49,0,3087.0
5268,3068,4,4927.0,27,79,164,61,0,3858.0
5269,2367,1,3242.0,75,44,139,51,86,2222.0
5270,3238,1,6063.0,40,60,155,45,50,3272.0
5271,3769,2,2682.0,18,42,5,67,0,3402.0
5272,3699,1,5168.0,29,85,69,18,316,4789.0
5273,3079,1,4671.0,29,48,171,61,276,3697.0
5274,4505,1,3435.0,56,99,88,50,316,5039.0
5275,740,2,1000.0,10,57,46,14,0,1165.0
5276,3940,1,6872.0,23,51,35,10,36,3202.0
5277,1907,1,1250.0,10,57,81,6,58,1833.0
5278,4002,1,2538.0,78,62,43,3,281,4223.0
5279,4538,2,8431.0,19,74,196,2,0,4421.0
5280,582,4,1481.0,82,77,150,1,0,1447.0
5281,4268,1,3375.0,58,92,150,52,315,4918.0
